gene	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ014024	0	0	1	1	0	0	1		frataxin%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ014024;biotype=protein_coding;description=frataxin%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ014024;logic_name=vectorbase_culex
CPIJ014025	0	0	0	1	0	0	0		frataxin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014025;biotype=protein_coding;description=frataxin%2C putative [Source:VB Community Annotation];gene_id=CPIJ014025;logic_name=vectorbase_culex
CPIJ014035	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3B1]	ID=gene:CPIJ014035;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3B1];gene_id=CPIJ014035;logic_name=vectorbase_culex
CPIJ014045	0	0	1	1	0	0	1	mRpL32	39S ribosomal protein L32%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ014045;Name=mRpL32;biotype=protein_coding;description=39S ribosomal protein L32%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ014045;logic_name=vectorbase_culex
CPIJ014049	0	1	0	1	0	0	0		Pre-mRNA-splicing factor cwc15 [Source:UniProtKB/TrEMBL%3BAcc:B0X3C5]	ID=gene:CPIJ014049;biotype=protein_coding;description=Pre-mRNA-splicing factor cwc15 [Source:UniProtKB/TrEMBL%3BAcc:B0X3C5];gene_id=CPIJ014049;logic_name=vectorbase_culex
CPIJ014050	0	0	1	1	0	0	1		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3C6]	ID=gene:CPIJ014050;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3C6];gene_id=CPIJ014050;logic_name=vectorbase_culex
CPIJ014052	0	0	1	1	0	0	0		Glutathione-s-transferase theta%2C gst [Source:UniProtKB/TrEMBL%3BAcc:B0X3C8]	ID=gene:CPIJ014052;biotype=protein_coding;description=Glutathione-s-transferase theta%2C gst [Source:UniProtKB/TrEMBL%3BAcc:B0X3C8];gene_id=CPIJ014052;logic_name=vectorbase_culex
CPIJ014053	0	0	0	1	0	0	0		Glutathione-s-transferase theta%2C gst [Source:UniProtKB/TrEMBL%3BAcc:B0X3C9]	ID=gene:CPIJ014053;biotype=protein_coding;description=Glutathione-s-transferase theta%2C gst [Source:UniProtKB/TrEMBL%3BAcc:B0X3C9];gene_id=CPIJ014053;logic_name=vectorbase_culex
CPIJ014057	0	0	1	1	0	0	1		5-hydroxyisourate hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0X3D3]	ID=gene:CPIJ014057;biotype=protein_coding;description=5-hydroxyisourate hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0X3D3];gene_id=CPIJ014057;logic_name=vectorbase_culex
CPIJ014062	0	0	1	1	0	0	1		60S acidic ribosomal protein P2 [Source:UniProtKB/TrEMBL%3BAcc:B0X3D8]	ID=gene:CPIJ014062;biotype=protein_coding;description=60S acidic ribosomal protein P2 [Source:UniProtKB/TrEMBL%3BAcc:B0X3D8];gene_id=CPIJ014062;logic_name=vectorbase_culex
CPIJ014064	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3E0]	ID=gene:CPIJ014064;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3E0];gene_id=CPIJ014064;logic_name=vectorbase_culex
CPIJ014084	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X345]	ID=gene:CPIJ014084;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X345];gene_id=CPIJ014084;logic_name=vectorbase_culex
CPIJ014086	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X347]	ID=gene:CPIJ014086;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X347];gene_id=CPIJ014086;logic_name=vectorbase_culex
CPIJ014088	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X349]	ID=gene:CPIJ014088;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X349];gene_id=CPIJ014088;logic_name=vectorbase_culex
CPIJ014089	0	0	1	1	0	0	1		cyclophilin [Source:VB Community Annotation]	ID=gene:CPIJ014089;biotype=protein_coding;description=cyclophilin [Source:VB Community Annotation];gene_id=CPIJ014089;logic_name=vectorbase_culex
CPIJ014092	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X353]	ID=gene:CPIJ014092;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X353];gene_id=CPIJ014092;logic_name=vectorbase_culex
CPIJ014112	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2W0]	ID=gene:CPIJ014112;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2W0];gene_id=CPIJ014112;logic_name=vectorbase_culex
CPIJ014127	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4J7]	ID=gene:CPIJ014127;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4J7];gene_id=CPIJ014127;logic_name=vectorbase_culex
CPIJ014133	0	0	1	0	0	0	0		Saposin [Source:UniProtKB/TrEMBL%3BAcc:B0X4W7]	ID=gene:CPIJ014133;biotype=protein_coding;description=Saposin [Source:UniProtKB/TrEMBL%3BAcc:B0X4W7];gene_id=CPIJ014133;logic_name=vectorbase_culex
CPIJ014134	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4W8]	ID=gene:CPIJ014134;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4W8];gene_id=CPIJ014134;logic_name=vectorbase_culex
CPIJ014148	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4P4]	ID=gene:CPIJ014148;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4P4];gene_id=CPIJ014148;logic_name=vectorbase_culex
CPIJ014155	0	0	0	1	0	0	0		Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:B0X4K5]	ID=gene:CPIJ014155;biotype=protein_coding;description=Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:B0X4K5];gene_id=CPIJ014155;logic_name=vectorbase_culex
CPIJ014156	1	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4K6]	ID=gene:CPIJ014156;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4K6];gene_id=CPIJ014156;logic_name=vectorbase_culex
CPIJ014165	0	0	1	1	0	0	1	RpS18	40S ribosomal protein S18 [Source:VB Community Annotation]	ID=gene:CPIJ014165;Name=RpS18;biotype=protein_coding;description=40S ribosomal protein S18 [Source:VB Community Annotation];gene_id=CPIJ014165;logic_name=vectorbase_culex
CPIJ014173	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3I0]	ID=gene:CPIJ014173;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3I0];gene_id=CPIJ014173;logic_name=vectorbase_culex
CPIJ014243	0	0	1	1	0	0	1		NADH dehydrogenase iron-sulfur protein 6%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ014243;biotype=protein_coding;description=NADH dehydrogenase iron-sulfur protein 6%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ014243;logic_name=vectorbase_culex
CPIJ014263	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4U8]	ID=gene:CPIJ014263;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4U8];gene_id=CPIJ014263;logic_name=vectorbase_culex
CPIJ014272	0	1	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X587]	ID=gene:CPIJ014272;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X587];gene_id=CPIJ014272;logic_name=vectorbase_culex
CPIJ014288	0	0	0	1	0	0	0		TAR DNA-binding protein 43 [Source:UniProtKB/TrEMBL%3BAcc:B0X506]	ID=gene:CPIJ014288;biotype=protein_coding;description=TAR DNA-binding protein 43 [Source:UniProtKB/TrEMBL%3BAcc:B0X506];gene_id=CPIJ014288;logic_name=vectorbase_culex
CPIJ014299	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X517]	ID=gene:CPIJ014299;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X517];gene_id=CPIJ014299;logic_name=vectorbase_culex
CPIJ014304	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3Q9]	ID=gene:CPIJ014304;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3Q9];gene_id=CPIJ014304;logic_name=vectorbase_culex
CPIJ014318	0	0	1	1	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X4A1]	ID=gene:CPIJ014318;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X4A1];gene_id=CPIJ014318;logic_name=vectorbase_culex
CPIJ014327	0	0	1	0	0	0	0		Sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:B0X579]	ID=gene:CPIJ014327;biotype=protein_coding;description=Sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:B0X579];gene_id=CPIJ014327;logic_name=vectorbase_culex
CPIJ014334	0	1	0	0	0	0	0	GPROP12	pteropsin [Source:VB Community Annotation]	ID=gene:CPIJ014334;Name=GPROP12;biotype=protein_coding;description=pteropsin [Source:VB Community Annotation];gene_id=CPIJ014334;logic_name=vectorbase_culex
CPIJ014354	0	0	0	1	0	0	0		Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239]	ID=gene:CPIJ014354;biotype=protein_coding;description=Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239];gene_id=CPIJ014354;logic_name=vectorbase_culex
CPIJ014365	0	0	0	1	0	0	0		lamin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014365;biotype=protein_coding;description=lamin%2C putative [Source:VB Community Annotation];gene_id=CPIJ014365;logic_name=vectorbase_culex
CPIJ014383	0	0	0	1	0	0	0		Factor for adipocyte differentiation [Source:UniProtKB/TrEMBL%3BAcc:B0X4G3]	ID=gene:CPIJ014383;biotype=protein_coding;description=Factor for adipocyte differentiation [Source:UniProtKB/TrEMBL%3BAcc:B0X4G3];gene_id=CPIJ014383;logic_name=vectorbase_culex
CPIJ014384	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4G4]	ID=gene:CPIJ014384;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4G4];gene_id=CPIJ014384;logic_name=vectorbase_culex
CPIJ014404	1	0	0	0	0	0	0		Slit-robo rho GTPase activating protein 1%2C3 [Source:UniProtKB/TrEMBL%3BAcc:B0X4W0]	ID=gene:CPIJ014404;biotype=protein_coding;description=Slit-robo rho GTPase activating protein 1%2C3 [Source:UniProtKB/TrEMBL%3BAcc:B0X4W0];gene_id=CPIJ014404;logic_name=vectorbase_culex
CPIJ014417	0	0	0	1	0	0	0		Dihydrofolate reductase [Source:UniProtKB/TrEMBL%3BAcc:B0X4N3]	ID=gene:CPIJ014417;biotype=protein_coding;description=Dihydrofolate reductase [Source:UniProtKB/TrEMBL%3BAcc:B0X4N3];gene_id=CPIJ014417;logic_name=vectorbase_culex
CPIJ014434	0	0	0	1	0	0	0		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y0]	ID=gene:CPIJ014434;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y0];gene_id=CPIJ014434;logic_name=vectorbase_culex
CPIJ014439	0	0	1	1	0	0	0		Threonine/serine-rich mucin [Source:UniProtKB/TrEMBL%3BAcc:B0X5G1]	ID=gene:CPIJ014439;biotype=protein_coding;description=Threonine/serine-rich mucin [Source:UniProtKB/TrEMBL%3BAcc:B0X5G1];gene_id=CPIJ014439;logic_name=vectorbase_culex
CPIJ014444	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4L4]	ID=gene:CPIJ014444;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4L4];gene_id=CPIJ014444;logic_name=vectorbase_culex
CPIJ014446	0	0	1	1	0	0	0		Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4K3C7]	ID=gene:CPIJ014446;biotype=protein_coding;description=Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4K3C7];gene_id=CPIJ014446;logic_name=vectorbase_culex
CPIJ014462	0	0	0	1	0	0	0		expressed sequence%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014462;biotype=protein_coding;description=expressed sequence%2C putative [Source:VB Community Annotation];gene_id=CPIJ014462;logic_name=vectorbase_culex
CPIJ014499	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y1]	ID=gene:CPIJ014499;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y1];gene_id=CPIJ014499;logic_name=vectorbase_culex
CPIJ014505	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y7]	ID=gene:CPIJ014505;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X4Y7];gene_id=CPIJ014505;logic_name=vectorbase_culex
CPIJ014525	0	0	1	1	0	0	1	OBP24	odorant binding protein OBP24 [Source:VB Community Annotation]	ID=gene:CPIJ014525;Name=OBP24;biotype=protein_coding;description=odorant binding protein OBP24 [Source:VB Community Annotation];gene_id=CPIJ014525;logic_name=vectorbase_culex
CPIJ014527	0	0	0	0	0	1	0		UNC-89 [Source:UniProtKB/TrEMBL%3BAcc:B0X5C9]	ID=gene:CPIJ014527;biotype=protein_coding;description=UNC-89 [Source:UniProtKB/TrEMBL%3BAcc:B0X5C9];gene_id=CPIJ014527;logic_name=vectorbase_culex
CPIJ014539	1	0	0	0	1	0	0		U2-associated SR140 protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5E1]	ID=gene:CPIJ014539;biotype=protein_coding;description=U2-associated SR140 protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5E1];gene_id=CPIJ014539;logic_name=vectorbase_culex
CPIJ014540	0	0	1	1	0	0	1		Ribosomal protein L19 [Source:UniProtKB/TrEMBL%3BAcc:B0X5E2]	ID=gene:CPIJ014540;biotype=protein_coding;description=Ribosomal protein L19 [Source:UniProtKB/TrEMBL%3BAcc:B0X5E2];gene_id=CPIJ014540;logic_name=vectorbase_culex
CPIJ014546	0	0	1	1	0	0	0		Salivary short D7 protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0X6Y6]	ID=gene:CPIJ014546;biotype=protein_coding;description=Salivary short D7 protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0X6Y6];gene_id=CPIJ014546;logic_name=vectorbase_culex
CPIJ014548	0	0	1	1	0	0	1		salivary short D7 protein 4 [Source:VB Community Annotation]	ID=gene:CPIJ014548;biotype=protein_coding;description=salivary short D7 protein 4 [Source:VB Community Annotation];gene_id=CPIJ014548;logic_name=vectorbase_culex
CPIJ014566	0	0	0	1	0	0	0		Nucleolar protein NOP5 [Source:UniProtKB/TrEMBL%3BAcc:B0X5E5]	ID=gene:CPIJ014566;biotype=protein_coding;description=Nucleolar protein NOP5 [Source:UniProtKB/TrEMBL%3BAcc:B0X5E5];gene_id=CPIJ014566;logic_name=vectorbase_culex
CPIJ014581	0	0	0	1	0	0	0		aldehyde dehydrogenase%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ014581;biotype=protein_coding;description=aldehyde dehydrogenase%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ014581;logic_name=vectorbase_culex
CPIJ014589	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5B2]	ID=gene:CPIJ014589;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5B2];gene_id=CPIJ014589;logic_name=vectorbase_culex
CPIJ014596	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5B9]	ID=gene:CPIJ014596;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5B9];gene_id=CPIJ014596;logic_name=vectorbase_culex
CPIJ014599	1	0	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5C2]	ID=gene:CPIJ014599;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5C2];gene_id=CPIJ014599;logic_name=vectorbase_culex
CPIJ014618	0	0	1	1	0	0	1		LSM8 protein [Source:VB Community Annotation]	ID=gene:CPIJ014618;biotype=protein_coding;description=LSM8 protein [Source:VB Community Annotation];gene_id=CPIJ014618;logic_name=vectorbase_culex
CPIJ014624	1	0	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WHY4]	ID=gene:CPIJ014624;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WHY4];gene_id=CPIJ014624;logic_name=vectorbase_culex
CPIJ014629	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6B1]	ID=gene:CPIJ014629;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6B1];gene_id=CPIJ014629;logic_name=vectorbase_culex
CPIJ014634	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6B6]	ID=gene:CPIJ014634;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6B6];gene_id=CPIJ014634;logic_name=vectorbase_culex
CPIJ014653	1	0	0	0	0	0	0		Chymotrypsin-1 [Source:UniProtKB/TrEMBL%3BAcc:B0X818]	ID=gene:CPIJ014653;biotype=protein_coding;description=Chymotrypsin-1 [Source:UniProtKB/TrEMBL%3BAcc:B0X818];gene_id=CPIJ014653;logic_name=vectorbase_culex
CPIJ014657	0	0	0	1	0	0	0		vesicle associated protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014657;biotype=protein_coding;description=vesicle associated protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ014657;logic_name=vectorbase_culex
CPIJ014659	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X824]	ID=gene:CPIJ014659;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X824];gene_id=CPIJ014659;logic_name=vectorbase_culex
CPIJ014662	0	0	0	1	0	0	0		Ubiquitin specific protease [Source:UniProtKB/TrEMBL%3BAcc:B0X827]	ID=gene:CPIJ014662;biotype=protein_coding;description=Ubiquitin specific protease [Source:UniProtKB/TrEMBL%3BAcc:B0X827];gene_id=CPIJ014662;logic_name=vectorbase_culex
CPIJ014666	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X831]	ID=gene:CPIJ014666;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X831];gene_id=CPIJ014666;logic_name=vectorbase_culex
CPIJ014678	0	0	0	1	0	0	0		vacuolar peduncle%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014678;biotype=protein_coding;description=vacuolar peduncle%2C putative [Source:VB Community Annotation];gene_id=CPIJ014678;logic_name=vectorbase_culex
CPIJ014684	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5W4]	ID=gene:CPIJ014684;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5W4];gene_id=CPIJ014684;logic_name=vectorbase_culex
CPIJ014690	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5X0]	ID=gene:CPIJ014690;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5X0];gene_id=CPIJ014690;logic_name=vectorbase_culex
CPIJ014692	0	0	0	1	0	0	1		Transcriptional regulator ATRX [Source:UniProtKB/TrEMBL%3BAcc:B0X5X2]	ID=gene:CPIJ014692;biotype=protein_coding;description=Transcriptional regulator ATRX [Source:UniProtKB/TrEMBL%3BAcc:B0X5X2];gene_id=CPIJ014692;logic_name=vectorbase_culex
CPIJ014700	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5Y0]	ID=gene:CPIJ014700;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5Y0];gene_id=CPIJ014700;logic_name=vectorbase_culex
CPIJ014732	0	0	0	1	0	0	0		Synbindin [Source:UniProtKB/TrEMBL%3BAcc:B0X6Q2]	ID=gene:CPIJ014732;biotype=protein_coding;description=Synbindin [Source:UniProtKB/TrEMBL%3BAcc:B0X6Q2];gene_id=CPIJ014732;logic_name=vectorbase_culex
CPIJ014768	0	0	1	1	0	0	1		histone 1%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014768;biotype=protein_coding;description=histone 1%2C putative [Source:VB Community Annotation];gene_id=CPIJ014768;logic_name=vectorbase_culex
CPIJ014770	0	0	0	1	0	0	0		histone H1%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014770;biotype=protein_coding;description=histone H1%2C putative [Source:VB Community Annotation];gene_id=CPIJ014770;logic_name=vectorbase_culex
CPIJ014780	0	0	0	1	0	0	0		Cysteine-rich protease inhibitor [Source:UniProtKB/TrEMBL%3BAcc:B0X630]	ID=gene:CPIJ014780;biotype=protein_coding;description=Cysteine-rich protease inhibitor [Source:UniProtKB/TrEMBL%3BAcc:B0X630];gene_id=CPIJ014780;logic_name=vectorbase_culex
CPIJ014781	0	0	1	1	0	0	0		Cysteine-rich protease inhibitor [Source:UniProtKB/TrEMBL%3BAcc:Q6TRY3]	ID=gene:CPIJ014781;biotype=protein_coding;description=Cysteine-rich protease inhibitor [Source:UniProtKB/TrEMBL%3BAcc:Q6TRY3];gene_id=CPIJ014781;logic_name=vectorbase_culex
CPIJ014786	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X636]	ID=gene:CPIJ014786;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X636];gene_id=CPIJ014786;logic_name=vectorbase_culex
CPIJ014797	0	0	1	1	0	0	1		6.3 kDa salivary peptide%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ014797;biotype=protein_coding;description=6.3 kDa salivary peptide%2C putative [Source:VB Community Annotation];gene_id=CPIJ014797;logic_name=vectorbase_culex
CPIJ014837	0	0	0	0	1	1	0		Serine/threonine protein kinase lats (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X6M5]	ID=gene:CPIJ014837;biotype=protein_coding;description=Serine/threonine protein kinase lats (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0X6M5];gene_id=CPIJ014837;logic_name=vectorbase_culex
CPIJ014861	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6U7]	ID=gene:CPIJ014861;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6U7];gene_id=CPIJ014861;logic_name=vectorbase_culex
CPIJ014867	0	0	0	0	1	0	0		parkin [Source:VB Community Annotation]	ID=gene:CPIJ014867;biotype=protein_coding;description=parkin [Source:VB Community Annotation];gene_id=CPIJ014867;logic_name=vectorbase_culex
CPIJ014868	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X8E9]	ID=gene:CPIJ014868;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X8E9];gene_id=CPIJ014868;logic_name=vectorbase_culex
CPIJ014896	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5M2]	ID=gene:CPIJ014896;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5M2];gene_id=CPIJ014896;logic_name=vectorbase_culex
CPIJ014901	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6H0]	ID=gene:CPIJ014901;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6H0];gene_id=CPIJ014901;logic_name=vectorbase_culex
CPIJ014924	0	0	1	1	0	0	0		TM2 domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0X5T7]	ID=gene:CPIJ014924;biotype=protein_coding;description=TM2 domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0X5T7];gene_id=CPIJ014924;logic_name=vectorbase_culex
CPIJ014928	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5U1]	ID=gene:CPIJ014928;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X5U1];gene_id=CPIJ014928;logic_name=vectorbase_culex
CPIJ014935	0	0	0	0	1	0	0		DEAD box ATP-dependent RNA helicase [Source:UniProtKB/TrEMBL%3BAcc:B0X5U8]	ID=gene:CPIJ014935;biotype=protein_coding;description=DEAD box ATP-dependent RNA helicase [Source:UniProtKB/TrEMBL%3BAcc:B0X5U8];gene_id=CPIJ014935;logic_name=vectorbase_culex
CPIJ014973	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6W6]	ID=gene:CPIJ014973;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X6W6];gene_id=CPIJ014973;logic_name=vectorbase_culex
CPIJ015004	0	1	1	1	0	0	1		histone H2A type 1-A [Source:VB Community Annotation]	ID=gene:CPIJ015004;biotype=protein_coding;description=histone H2A type 1-A [Source:VB Community Annotation];gene_id=CPIJ015004;logic_name=vectorbase_culex
CPIJ015005	0	0	0	1	0	0	0		late histone H2B.L4 [Source:VB Community Annotation]	ID=gene:CPIJ015005;biotype=protein_coding;description=late histone H2B.L4 [Source:VB Community Annotation];gene_id=CPIJ015005;logic_name=vectorbase_culex
